age,campaign,previous,duration,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_code,marital_code,education_code,housing_code,loan_code,contact_code,poutcome_code,day_of_week_code,month_code
34,1,0,416,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,2,0,0,1,0,0
40,2,0,124,-0.1,93.2,-42.0,4.191,5195.8,2,0,6,2,0,0,1,1,7
23,7,0,71,-1.8,93.075,-47.1,1.405,5099.1,0,2,6,2,0,0,1,4,0
46,1,0,92,1.4,93.91799999999999,-42.7,4.968,5228.1,7,1,3,0,0,0,1,2,3
33,1,0,511,1.1,93.994,-36.4,4.857,5191.0,0,1,2,0,0,1,1,1,6
35,2,0,263,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,2,6,2,0,1,1,3,7
50,1,0,336,-0.1,93.2,-42.0,4.1530000000000005,5195.8,9,1,5,1,1,0,1,3,7
25,2,0,712,-1.8,93.075,-47.1,1.365,5099.1,11,2,6,2,0,1,1,2,0
39,3,0,496,1.1,93.994,-36.4,4.857,5191.0,4,1,6,0,0,1,1,3,6
49,3,0,611,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2,1,3,2,0,0,1,2,7
31,7,0,95,1.4,93.444,-36.1,4.962,5228.1,0,2,6,2,2,0,1,2,1
30,11,0,100,1.4,93.91799999999999,-42.7,4.96,5228.1,4,2,6,0,2,1,1,1,3
42,1,0,153,1.1,93.994,-36.4,4.864,5191.0,0,2,2,0,0,1,1,0,6
80,1,0,415,-1.8,92.84299999999999,-50.0,1.52,5099.1,5,1,0,2,0,0,1,1,5
27,2,0,212,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2,3,2,0,0,1,3,3
50,1,0,74,1.1,93.994,-36.4,4.859,5191.0,1,1,0,2,0,1,1,0,6
42,1,0,79,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,0,1,1,1,1
52,1,0,273,1.4,94.465,-41.8,4.959,5228.1,2,1,3,2,0,1,1,0,4
37,2,0,82,1.4,94.465,-41.8,4.961,5228.1,1,2,1,1,1,1,1,3,4
46,1,0,146,1.4,93.91799999999999,-42.7,4.961,5228.1,0,2,6,2,2,0,1,3,3
55,2,0,95,1.4,94.465,-41.8,4.967,5228.1,10,1,0,2,2,1,1,0,4
70,1,3,585,-1.1,94.601,-49.5,0.987,4963.6,5,1,5,0,0,0,2,2,8
32,1,0,93,-1.8,92.89299999999999,-46.2,1.266,5099.1,7,2,6,1,1,1,1,2,6
34,2,1,456,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,1,6,2,0,0,0,0,6
50,1,0,532,1.1,93.994,-36.4,4.856,5191.0,1,1,0,2,0,1,1,3,6
59,6,0,93,1.4,93.444,-36.1,4.965,5228.1,5,1,2,2,0,0,1,1,1
55,4,0,69,1.4,94.465,-41.8,4.864,5228.1,5,0,5,2,0,1,1,4,4
59,1,0,77,1.4,93.444,-36.1,4.9639999999999995,5228.1,4,1,6,2,0,0,1,4,1
32,1,0,40,1.1,93.994,-36.4,4.856,5191.0,11,3,6,2,2,1,1,3,6
53,1,0,71,1.4,94.465,-41.8,4.959,5228.1,1,1,2,0,0,1,1,4,4
25,1,1,67,-2.9,92.963,-40.8,1.266,5076.2,9,1,6,0,0,0,0,1,4
45,2,0,138,1.4,93.444,-36.1,4.965,5228.1,7,1,3,0,0,0,1,1,1
33,3,0,369,-1.1,94.199,-37.5,0.882,4963.6,0,1,6,0,0,0,1,1,9
52,2,0,347,1.4,93.91799999999999,-42.7,4.963,5228.1,3,1,0,0,0,0,1,0,3
30,3,0,118,1.1,93.994,-36.4,4.856,5191.0,9,1,6,0,0,1,1,4,6
31,2,0,118,-2.9,92.20100000000001,-31.4,0.825,5076.2,0,2,6,2,0,0,1,0,1
38,9,0,15,-1.8,92.89299999999999,-46.2,1.244,5099.1,9,2,5,2,2,0,1,1,6
46,2,0,1649,1.4,93.91799999999999,-42.7,4.963,5228.1,3,1,0,0,0,0,1,0,3
41,2,0,442,1.1,93.994,-36.4,4.857,5191.0,6,1,6,2,2,1,1,3,6
28,2,1,126,-1.8,92.89299999999999,-46.2,1.25,5099.1,7,2,2,0,2,0,0,0,6
50,1,0,16,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,2,0,0,0,1,2,3
25,1,0,59,1.1,93.994,-36.4,4.856,5191.0,0,2,6,0,0,1,1,3,6
29,2,0,89,-2.9,92.963,-40.8,1.26,5076.2,0,2,3,2,2,0,1,1,4
39,2,0,846,-1.8,92.89299999999999,-46.2,1.354,5099.1,10,2,2,2,0,1,1,1,6
37,2,0,417,-1.8,93.876,-40.0,0.6990000000000001,5008.7,8,0,6,2,2,0,1,2,6
30,3,0,405,1.4,93.444,-36.1,4.963,5228.1,9,2,5,0,0,0,1,3,1
51,3,0,241,-3.0,92.713,-33.0,0.7,5023.5,1,1,5,2,0,0,1,4,2
34,3,0,103,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,2,0,1,1,1
26,1,0,1151,1.4,93.91799999999999,-42.7,4.958,5228.1,3,1,0,2,0,0,1,2,3
26,4,0,326,1.1,93.994,-36.4,4.86,5191.0,0,1,3,0,0,1,1,2,6
39,2,1,163,-0.1,93.2,-42.0,4.021,5195.8,4,1,3,0,0,0,0,0,7
39,4,0,96,1.1,93.994,-36.4,4.857,5191.0,1,1,0,2,0,1,1,4,6
36,1,0,183,1.4,94.465,-41.8,4.961,5228.1,9,1,5,0,0,1,1,1,4
26,1,0,219,1.4,94.465,-41.8,4.864,5228.1,8,2,3,0,0,1,1,4,4
34,2,0,150,1.1,93.994,-36.4,4.856,5191.0,7,1,2,2,0,1,1,3,6
48,2,0,730,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,7,0,0,0,1,2,3
33,1,0,269,-1.1,94.199,-37.5,0.8859999999999999,4963.6,9,1,5,2,0,0,1,4,9
51,1,0,122,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,1,1,2,0,0,1,3,7
50,2,0,245,-1.8,93.369,-34.8,0.643,5008.7,4,1,6,2,0,0,1,2,5
67,1,0,466,-2.9,92.963,-40.8,1.262,5076.2,0,1,0,0,0,0,1,3,4
32,4,0,62,1.1,93.994,-36.4,4.857,5191.0,4,1,3,2,2,1,1,3,6
52,3,1,97,-0.1,93.2,-42.0,4.1530000000000005,5195.8,4,1,1,2,0,0,0,3,7
42,14,0,604,1.4,94.465,-41.8,4.864,5228.1,0,1,6,0,0,1,1,3,4
27,1,0,138,1.4,94.465,-41.8,4.958,5228.1,0,0,3,0,0,1,1,2,4
32,3,0,127,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,2,3,2,0,1,1,2,4
43,2,0,107,-0.1,93.2,-42.0,4.191,5195.8,1,1,3,2,0,0,1,1,7
43,2,0,67,1.4,94.465,-41.8,4.959,5228.1,9,1,2,0,0,1,1,0,4
37,2,0,345,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,2,2,0,1,1,0
59,3,0,476,1.4,93.91799999999999,-42.7,4.963,5228.1,7,1,3,2,0,0,1,4,3
34,2,0,96,-0.1,93.2,-42.0,4.0760000000000005,5195.8,9,1,5,0,0,0,1,2,7
32,2,1,206,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,2,6,2,0,0,0,3,6
36,2,1,402,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,2,1,2,0,0,0,4,6
58,1,0,379,-1.8,92.89299999999999,-46.2,1.244,5099.1,6,1,6,2,0,0,1,1,6
26,2,0,150,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,8,2,5,2,0,0,1,0,1
80,2,2,169,-1.7,94.215,-40.3,0.899,4991.6,5,0,0,0,2,0,2,2,3
32,1,0,181,1.1,93.994,-36.4,4.8580000000000005,5191.0,1,1,2,2,0,1,1,1,6
59,1,0,458,-3.4,92.37899999999999,-29.8,0.77,5017.5,5,1,0,2,0,0,1,3,9
46,2,0,324,-3.0,92.713,-33.0,0.715,5023.5,0,2,6,2,2,0,1,3,2
37,2,0,1059,1.1,93.994,-36.4,4.86,5191.0,0,1,6,2,0,1,1,2,6
38,2,0,106,1.1,93.994,-36.4,4.857,5191.0,1,1,0,2,0,1,1,3,6
55,3,0,124,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2,1,5,2,0,0,1,2,7
39,1,0,158,1.1,93.994,-36.4,4.857,5191.0,1,1,1,2,0,1,1,3,6
29,1,0,183,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2,3,1,1,0,1,4,3
51,2,0,579,-1.8,93.075,-47.1,1.479,5099.1,9,0,5,0,0,0,1,0,0
52,1,0,317,1.1,93.994,-36.4,4.857,5191.0,1,1,2,2,0,1,1,1,6
44,1,0,106,1.1,93.994,-36.4,4.86,5191.0,1,2,0,2,0,1,1,2,6
28,2,0,94,1.4,93.91799999999999,-42.7,4.963,5228.1,0,2,6,0,2,0,1,0,3
32,1,0,107,1.1,93.994,-36.4,4.855,5191.0,8,2,6,0,0,1,1,2,6
56,1,0,208,1.4,93.91799999999999,-42.7,4.961,5228.1,9,1,5,2,0,0,1,3,3
59,1,0,70,1.1,93.994,-36.4,4.856,5191.0,3,1,0,0,2,1,1,3,6
35,2,0,81,-1.8,92.89299999999999,-46.2,1.27,5099.1,0,1,3,2,2,0,1,2,6
49,1,0,271,-0.1,93.2,-42.0,4.021,5195.8,1,1,2,2,0,0,1,0,7
37,1,0,493,-1.8,92.89299999999999,-46.2,1.244,5099.1,4,0,6,0,0,0,1,1,6
33,1,0,233,1.1,93.994,-36.4,4.856,5191.0,1,1,3,2,0,1,1,4,6
31,1,3,265,-2.9,92.20100000000001,-31.4,0.883,5076.2,0,2,6,0,0,0,2,3,1
44,2,0,206,-1.8,92.89299999999999,-46.2,1.334,5099.1,10,1,2,2,0,0,1,4,6
32,4,0,60,1.4,93.444,-36.1,4.965,5228.1,9,2,5,2,0,0,1,3,1
46,2,1,245,-1.8,92.89299999999999,-46.2,1.327,5099.1,1,2,1,0,2,0,0,2,6
34,1,0,193,1.4,93.444,-36.1,4.966,5228.1,0,1,6,2,0,0,1,0,1
28,3,0,46,1.4,93.91799999999999,-42.7,4.959,5228.1,0,2,6,0,0,1,1,0,3
45,1,0,355,1.4,93.91799999999999,-42.7,4.959,5228.1,4,1,6,0,2,1,1,0,3
38,3,0,39,1.4,93.91799999999999,-42.7,4.968,5228.1,0,1,1,2,0,1,1,2,3
60,3,0,130,1.4,93.444,-36.1,4.965,5228.1,11,1,7,2,0,0,1,3,1
61,3,0,131,-1.8,92.89299999999999,-46.2,1.266,5099.1,11,2,0,2,2,0,1,3,6
42,1,0,292,1.4,94.465,-41.8,4.864,5228.1,1,1,1,0,2,1,1,4,4
38,3,0,476,-1.8,92.89299999999999,-46.2,1.25,5099.1,2,1,2,2,2,0,1,0,6
40,1,0,145,-1.8,93.075,-47.1,1.453,5099.1,5,2,0,2,2,0,1,3,0
33,9,1,16,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2,3,0,0,0,0,0,6
42,2,0,99,1.1,93.994,-36.4,4.857,5191.0,0,1,3,2,0,1,1,3,6
28,2,0,169,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,2,6,0,0,0,1,4,6
43,7,0,343,1.4,93.444,-36.1,4.963,5228.1,4,1,6,2,0,0,1,3,1
23,1,0,287,-1.8,93.075,-47.1,1.41,5099.1,1,2,0,2,0,1,1,2,0
48,1,0,118,-0.1,93.2,-42.0,4.021,5195.8,4,1,6,2,0,0,1,0,7
41,2,0,58,-1.8,92.89299999999999,-46.2,1.281,5099.1,7,1,3,2,0,0,1,4,6
37,8,0,140,1.4,93.444,-36.1,4.962,5228.1,9,1,5,0,0,0,1,2,1
33,5,0,26,1.4,94.465,-41.8,4.961,5228.1,9,0,5,0,0,1,1,2,4
41,4,0,146,1.4,93.444,-36.1,4.967,5228.1,0,0,6,2,0,0,1,4,1
32,1,1,188,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,2,0,0,0,2,0
33,2,0,143,1.4,93.91799999999999,-42.7,4.962,5228.1,7,2,3,2,0,0,1,3,3
33,2,0,100,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,2,1,0,0,0,1,2,6
30,1,2,252,-1.7,94.215,-40.3,0.846,4991.6,0,2,6,0,0,0,2,2,3
38,1,0,349,1.1,93.994,-36.4,4.857,5191.0,9,1,5,2,0,1,1,3,6
51,1,0,168,1.1,93.994,-36.4,4.857,5191.0,9,1,1,2,2,1,1,0,6
27,1,0,193,-1.8,92.89299999999999,-46.2,1.327,5099.1,7,2,3,2,0,0,1,2,6
29,1,0,611,-2.9,92.469,-33.6,1.044,5076.2,10,2,6,2,0,0,1,3,3
18,2,0,401,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,8,2,7,0,0,1,1,3,9
51,1,0,88,1.4,93.444,-36.1,4.966,5228.1,0,0,6,0,0,0,1,0,1
32,4,0,91,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,2,1,2,0,0,1,0,6
40,1,1,52,-0.1,93.2,-42.0,4.021,5195.8,9,1,6,0,0,0,0,0,7
29,1,0,681,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1,3,2,0,0,1,3,3
54,2,0,364,1.4,94.465,-41.8,4.958,5228.1,1,1,5,0,0,1,1,1,4
34,1,0,106,-1.8,92.89299999999999,-46.2,1.344,5099.1,4,1,6,2,2,0,1,3,6
57,7,0,27,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,1,1,0,6
58,4,1,318,-2.9,92.469,-33.6,1.0590000000000002,5076.2,0,1,3,2,0,0,0,0,3
50,1,0,78,-2.9,92.963,-40.8,1.26,5076.2,9,2,5,2,2,0,1,2,4
54,2,0,75,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,0,5,2,0,1,1,0,6
42,2,0,163,1.1,93.994,-36.4,4.856,5191.0,1,1,2,2,0,1,1,3,6
41,1,0,123,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,1,2,2,0,0,1,3,6
33,2,0,681,-0.1,93.2,-42.0,4.191,5195.8,4,1,6,2,0,0,1,1,7
44,1,0,465,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,0,1,1,0,6
28,1,0,917,-1.8,93.075,-47.1,1.365,5099.1,0,2,6,0,2,1,1,2,0
23,2,0,1584,1.4,93.91799999999999,-42.7,4.958,5228.1,4,2,6,0,0,0,1,2,3
30,2,0,739,-1.8,93.075,-47.1,1.483,5099.1,0,1,6,2,2,0,1,2,0
58,1,0,158,1.4,93.91799999999999,-42.7,4.958,5228.1,1,0,0,2,0,0,1,2,3
34,2,0,73,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,1,6,0,2,0,1,1,6
33,1,0,96,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,0,1,1,1,6
37,3,0,209,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1,2,2,0,1,1,2,4
29,1,0,248,-1.8,92.89299999999999,-46.2,1.266,5099.1,9,2,5,0,0,0,1,2,6
31,2,0,106,1.4,93.91799999999999,-42.7,4.963,5228.1,0,1,3,2,0,0,1,4,3
51,1,0,58,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,2,0,1,2,1
40,1,1,274,-1.8,93.075,-47.1,1.4980000000000002,5099.1,1,2,2,0,0,0,0,4,0
39,5,0,156,1.4,94.465,-41.8,4.865,5228.1,4,1,1,0,0,1,1,1,4
38,12,0,446,1.1,93.994,-36.4,4.856,5191.0,9,2,6,2,0,1,1,3,6
33,1,1,410,-3.4,92.431,-26.9,0.722,5017.5,0,2,6,0,0,0,0,2,8
31,2,0,225,1.4,93.91799999999999,-42.7,4.962,5228.1,9,1,5,2,0,0,1,4,3
31,2,0,983,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,6,0,0,1,1,2,4
29,3,0,228,1.4,93.444,-36.1,4.968,5228.1,0,2,6,2,0,0,1,2,1
36,3,0,469,-1.8,93.075,-47.1,1.405,5099.1,7,1,3,0,0,0,1,0,0
24,1,0,178,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,0,0,0,1,2,0
32,5,0,197,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,0,6,0,0,0,1,0,1
28,2,2,199,-1.7,94.027,-38.3,0.9,4991.6,8,2,2,0,0,1,2,4,1
30,4,0,303,-0.1,93.2,-42.0,4.0760000000000005,5195.8,9,2,6,0,2,0,1,2,7
56,1,0,786,-3.4,92.649,-30.1,0.72,5017.5,0,0,3,0,0,0,1,3,7
35,10,0,159,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,1,3,2,2,1,1,1,6
26,2,0,649,-1.8,92.89299999999999,-46.2,1.266,5099.1,1,1,5,2,0,0,1,2,6
31,4,0,93,1.1,93.994,-36.4,4.857,5191.0,1,2,3,2,0,1,1,1,6
37,3,0,426,1.4,93.444,-36.1,4.967,5228.1,0,1,6,0,0,0,1,4,1
44,1,0,108,-1.8,92.89299999999999,-46.2,1.354,5099.1,6,1,3,2,0,0,1,1,6
51,6,0,301,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,0,2,0,0,1,1,3
48,2,0,388,-1.8,92.89299999999999,-46.2,1.327,5099.1,7,1,3,0,0,0,1,2,6
42,4,0,179,-1.8,92.89299999999999,-46.2,1.244,5099.1,9,2,6,2,0,0,1,1,6
40,2,0,85,1.4,93.91799999999999,-42.7,4.957,5228.1,7,0,2,2,0,0,1,0,3
31,3,0,160,-1.8,92.89299999999999,-46.2,1.291,5099.1,9,2,5,2,0,0,1,3,6
44,3,0,185,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,2,0,2,0,1,0,3
37,2,1,447,-1.8,92.89299999999999,-46.2,1.327,5099.1,7,1,2,0,2,0,0,2,6
42,2,0,59,-0.1,93.2,-42.0,4.0760000000000005,5195.8,4,1,3,0,0,0,1,2,7
32,8,0,228,1.4,94.465,-41.8,4.864,5228.1,1,1,0,2,0,1,1,4,4
30,1,0,399,1.1,93.994,-36.4,4.86,5191.0,1,2,3,2,0,1,1,2,6
36,1,0,151,-1.8,92.89299999999999,-46.2,1.344,5099.1,1,1,2,0,0,0,1,3,6
50,2,0,427,1.4,94.465,-41.8,4.959,5228.1,1,0,0,0,0,1,1,4,4
33,1,0,147,1.4,94.465,-41.8,4.961,5228.1,1,2,0,0,0,1,1,3,4
52,2,0,108,-1.8,92.89299999999999,-46.2,1.266,5099.1,7,1,3,2,0,0,1,3,6
47,5,0,226,-1.8,93.075,-47.1,1.423,5099.1,6,1,2,2,0,1,1,3,0
44,2,0,650,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1,3,0,0,1,1,4,6
37,3,0,523,1.1,93.994,-36.4,4.859,5191.0,7,1,3,0,0,1,1,0,6
44,1,0,94,-1.8,92.89299999999999,-46.2,1.334,5099.1,1,1,0,2,2,0,1,4,6
36,1,0,195,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,1,1,1,2,0,0,1,1,6
39,2,0,202,1.4,94.465,-41.8,4.961,5228.1,1,1,0,0,0,1,1,1,4
29,19,0,11,1.4,94.465,-41.8,4.962,5228.1,9,0,5,2,0,1,1,4,4
55,2,0,327,1.1,93.994,-36.4,4.855,5191.0,9,1,2,2,0,1,1,0,6
57,1,0,601,1.4,93.91799999999999,-42.7,4.962,5228.1,1,1,2,2,0,0,1,4,3
46,7,0,11,-0.1,93.2,-42.0,4.021,5195.8,0,0,6,0,0,1,1,0,7
40,11,0,100,1.4,93.444,-36.1,4.963,5228.1,0,0,6,2,0,0,1,3,1
35,1,0,925,-0.1,93.2,-42.0,4.12,5195.8,0,1,6,2,0,0,1,4,7
32,1,1,137,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,1,1,2,2,0,0,0,0,6
33,1,1,404,-1.8,93.075,-47.1,1.405,5099.1,9,1,5,0,2,0,0,0,0
28,4,1,561,-1.8,92.89299999999999,-46.2,1.291,5099.1,7,2,3,0,0,0,0,3,6
28,2,1,457,-1.8,93.876,-40.0,0.6829999999999999,5008.7,0,2,3,2,0,0,0,2,6
42,2,0,160,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1,6,2,0,1,1,2,4
27,5,0,19,-1.8,92.89299999999999,-46.2,1.244,5099.1,7,2,6,2,0,0,1,1,6
44,11,0,181,1.4,93.91799999999999,-42.7,4.961,5228.1,1,1,5,0,0,0,1,3,3
40,1,0,218,-1.8,92.89299999999999,-46.2,1.291,5099.1,1,2,0,0,0,0,1,3,6
50,2,0,268,1.1,93.994,-36.4,4.856,5191.0,7,1,3,0,0,1,1,3,6
41,1,0,142,1.1,93.994,-36.4,4.855,5191.0,3,1,1,0,0,1,1,2,6
37,8,0,17,-1.8,92.89299999999999,-46.2,1.25,5099.1,7,0,0,0,0,0,1,0,6
67,4,1,68,-3.4,92.649,-30.1,0.72,5017.5,6,1,6,2,0,0,0,3,7
71,1,0,206,-3.4,92.37899999999999,-29.8,0.7879999999999999,5017.5,5,1,0,2,0,0,1,3,9
26,1,0,102,1.4,93.91799999999999,-42.7,4.957,5228.1,1,2,3,0,0,0,1,0,3
29,3,1,567,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,2,1,0,0,0,1,0,1,6
38,3,0,105,1.4,93.91799999999999,-42.7,4.961,5228.1,3,1,0,1,1,0,1,3,3
50,1,0,87,-2.9,92.469,-33.6,1.0290000000000001,5076.2,9,1,5,0,0,0,1,4,3
34,2,0,140,-1.8,93.075,-47.1,1.405,5099.1,4,0,5,2,0,0,1,0,0
42,2,0,189,1.1,93.994,-36.4,4.857,5191.0,1,0,2,2,0,1,1,1,6
43,1,0,291,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1,6,0,2,0,1,4,1
25,5,0,157,1.4,94.465,-41.8,4.961,5228.1,9,1,3,0,0,1,1,3,4
37,2,0,98,1.1,93.994,-36.4,4.857,5191.0,9,2,5,2,0,1,1,1,6
41,3,0,1111,1.1,93.994,-36.4,4.857,5191.0,0,2,7,2,2,1,1,1,6
26,1,0,78,-1.8,92.89299999999999,-46.2,1.27,5099.1,6,2,6,0,0,0,1,4,6
50,1,0,169,-1.8,93.075,-47.1,1.41,5099.1,7,2,1,0,0,0,1,2,0
53,7,0,1241,1.4,93.444,-36.1,4.9639999999999995,5228.1,6,1,2,2,2,0,1,0,1
41,2,0,236,-1.8,92.89299999999999,-46.2,1.244,5099.1,4,1,3,0,0,0,1,1,6
52,3,1,160,-0.1,93.2,-42.0,4.021,5195.8,7,1,2,2,0,0,0,0,7
51,3,3,281,-1.7,94.055,-39.8,0.754,4991.6,0,1,6,2,0,0,2,1,4
33,2,0,181,1.1,93.994,-36.4,4.857,5191.0,7,0,7,0,0,1,1,1,6
45,1,0,345,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,2,0,0,1,0,0
42,2,0,126,1.1,93.994,-36.4,4.855,5191.0,0,1,6,0,0,1,1,0,6
49,1,1,165,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,7,1,3,2,0,0,0,1,6
32,4,0,158,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,1,2,0,0,1,4,3
29,3,0,1203,1.1,93.994,-36.4,4.8580000000000005,5191.0,3,2,3,0,0,1,1,1,6
51,1,0,360,1.1,93.994,-36.4,4.856,5191.0,1,0,0,0,0,1,1,3,6
50,1,0,66,-0.1,93.2,-42.0,4.1530000000000005,5195.8,4,1,6,0,0,0,1,3,7
33,2,0,282,1.4,93.91799999999999,-42.7,4.961,5228.1,7,2,3,2,0,0,1,3,3
29,9,0,26,1.4,93.444,-36.1,4.963,5228.1,9,2,3,0,0,0,1,1,1
54,2,0,432,-0.1,93.2,-42.0,4.1530000000000005,5195.8,9,1,6,0,0,0,1,3,7
45,4,0,103,1.1,93.994,-36.4,4.855,5191.0,0,1,3,2,0,1,1,2,6
27,2,1,309,-1.1,94.601,-49.5,0.972,4963.6,8,2,7,2,0,0,0,0,8
30,1,1,218,-1.8,93.075,-47.1,1.405,5099.1,9,2,3,2,0,0,0,0,0
29,2,0,854,-0.1,93.2,-42.0,4.12,5195.8,1,1,3,0,0,0,1,4,7
62,1,1,282,-3.0,92.713,-33.0,0.706,5023.5,5,1,6,2,0,0,2,4,2
53,2,1,414,-1.8,93.075,-47.1,1.405,5099.1,4,0,6,0,0,0,0,1,0
36,4,0,466,-1.8,93.075,-47.1,1.41,5099.1,1,1,7,2,0,0,1,2,0
45,2,0,194,1.4,93.444,-36.1,4.963,5228.1,1,1,7,0,0,0,1,3,1
42,3,0,111,1.4,93.91799999999999,-42.7,4.96,5228.1,1,0,2,0,0,0,1,1,3
46,2,1,81,-1.8,93.075,-47.1,1.405,5099.1,7,0,3,2,0,0,0,1,0
54,1,0,213,1.4,93.444,-36.1,4.963,5228.1,9,1,5,0,0,0,1,3,1
27,3,0,148,1.1,93.994,-36.4,4.857,5191.0,9,1,5,0,0,1,1,4,6
32,7,1,38,-1.8,92.89299999999999,-46.2,1.25,5099.1,0,2,7,2,2,0,0,0,6
47,1,0,23,-0.1,93.2,-42.0,4.663,5195.8,0,1,6,0,2,1,1,4,7
29,8,0,159,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,2,6,2,0,0,1,3,6
36,3,0,499,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,1,2,2,0,0,1,4,6
38,1,0,446,1.1,93.994,-36.4,4.855,5191.0,10,1,3,0,2,1,1,2,6
38,1,0,70,-0.1,93.2,-42.0,4.12,5195.8,2,0,2,2,2,0,1,4,7
34,2,0,120,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1,1,0,0,0,0,1,3,7
38,1,0,351,-1.8,92.89299999999999,-46.2,1.291,5099.1,7,0,1,1,1,0,1,3,6
35,1,2,209,-3.4,92.649,-30.1,0.715,5017.5,4,1,6,2,0,0,0,3,7
47,5,0,77,1.4,93.444,-36.1,4.9639999999999995,5228.1,1,1,0,0,0,0,1,0,1
42,5,0,422,1.1,93.994,-36.4,4.857,5191.0,0,2,6,2,0,1,1,1,6
36,1,2,141,-3.4,92.431,-26.9,0.7390000000000001,5017.5,7,1,3,0,0,0,0,0,8
30,2,0,70,1.4,93.91799999999999,-42.7,4.961,5228.1,7,1,2,0,0,0,1,3,3
54,1,0,182,1.1,93.994,-36.4,4.856,5191.0,9,0,5,0,0,1,1,3,6
34,4,0,203,1.4,93.91799999999999,-42.7,4.963,5228.1,1,1,3,2,0,1,1,4,3
32,1,0,348,-0.1,93.2,-42.0,4.191,5195.8,1,1,3,0,0,0,1,1,7
30,1,0,632,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,2,6,2,0,0,1,1,6
48,2,0,663,1.4,93.444,-36.1,4.968,5228.1,0,1,3,0,0,0,1,2,1
60,1,0,576,-2.9,92.20100000000001,-31.4,0.879,5076.2,5,1,6,0,0,0,1,4,1
47,3,0,135,1.4,93.91799999999999,-42.7,4.96,5228.1,0,1,6,1,1,0,1,1,3
39,2,0,257,1.1,93.994,-36.4,4.857,5191.0,1,1,2,0,0,1,1,4,6
30,2,1,68,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,2,2,2,0,0,0,4,6
27,2,0,483,1.4,93.91799999999999,-42.7,4.962,5228.1,0,2,5,2,0,0,1,3,3
38,5,0,42,1.4,94.465,-41.8,4.959,5228.1,1,1,7,2,0,1,1,0,4
30,3,0,618,1.4,93.444,-36.1,4.963,5228.1,0,1,6,2,0,0,1,1,1
52,3,0,91,1.1,93.994,-36.4,4.8580000000000005,5191.0,7,1,3,0,0,1,1,4,6
56,1,1,150,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1,0,0,0,0,0,0,2,7
36,1,0,911,-0.1,93.2,-42.0,4.12,5195.8,2,2,6,2,0,0,1,4,7
