age,default,duration,campaign,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_code,marital_code,education_code,housing_code,loan_code,contact_code,poutcome_code,day_of_week_code,month_code,subscribed
43,no,110,17,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,1,2,0,0,1,1,2,4,0
46,unknown,162,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,2,0,0,1,1,2,4,0
38,unknown,67,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,2,3,2,0,1,1,2,4,0
25,no,18,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,2,5,2,0,1,1,2,4,0
37,no,221,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,5,0,0,1,1,2,4,0
46,no,138,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,6,0,0,1,1,2,4,0
52,unknown,60,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,7,2,0,1,1,2,4,0
34,unknown,17,16,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,2,6,0,0,1,1,2,4,0
37,no,214,5,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,5,0,0,1,1,2,4,0
40,unknown,650,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1,6,0,0,1,1,2,4,0
27,no,75,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,0,2,0,1,1,2,4,0
43,unknown,246,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,2,0,0,1,1,2,4,0
29,no,718,13,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,3,0,0,1,1,2,4,0
45,unknown,108,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,6,1,6,0,0,1,1,2,4,0
36,no,394,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,1,3,2,0,1,1,2,4,0
30,no,27,7,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,4,2,6,0,0,1,1,2,4,0
48,no,1011,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,0,3,2,2,1,1,2,4,0
41,no,204,4,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1,3,2,2,1,1,2,4,0
42,unknown,160,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1,6,2,0,1,1,2,4,0
37,no,222,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,0,2,0,1,1,2,4,0
48,no,240,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,0,0,0,1,1,2,4,0
38,unknown,54,26,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,10,1,0,0,0,1,1,2,4,0
41,no,131,10,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,6,1,1,1,1,2,4,0
35,no,18,31,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,5,2,0,1,1,2,4,0
39,no,31,5,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,1,0,0,1,1,2,4,0
45,no,474,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,0,7,0,0,1,1,2,4,0
23,no,173,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,3,0,2,1,1,2,4,0
42,unknown,87,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,10,1,1,0,0,1,1,2,4,0
31,unknown,67,12,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,1,3,2,0,1,1,2,4,0
43,no,246,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,2,0,0,1,1,2,4,0
25,no,128,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,2,6,2,2,1,1,2,4,0
36,no,285,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0,1,3,2,0,1,1,2,4,0
46,unknown,69,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,5,2,0,1,1,2,4,0
57,no,451,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,2,5,2,0,1,1,2,4,0
41,no,96,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,0,0,0,1,1,2,4,0
44,no,172,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,1,3,2,0,1,1,2,4,0
53,unknown,939,6,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,9,1,5,2,0,1,1,2,4,0
46,no,234,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,4,1,6,2,0,1,1,2,4,0
29,no,240,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,7,2,3,0,0,1,1,2,4,0
45,unknown,210,3,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,3,1,5,0,0,1,1,2,4,0
42,no,175,7,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,0,3,0,2,1,1,2,4,0
50,unknown,182,1,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1,1,0,0,0,1,1,2,4,0
44,unknown,124,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,3,1,0,0,0,1,1,2,4,0
32,no,372,1,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,3,1,3,0,0,1,1,2,4,0
32,no,406,2,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,3,2,3,0,0,1,1,2,4,0
35,no,463,4,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,2,0,1,1,0,4,0
30,unknown,24,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,0,1,1,0,4,0
30,unknown,127,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,1,1,1,1,0,4,0
30,unknown,105,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,2,1,1,0,4,0
31,no,130,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,0
50,no,42,2,0,1.4,94.465,-41.8,4.967,5228.1,2,1,7,0,0,1,1,0,4,0
36,no,178,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,2,0,1,1,0,4,0
48,no,94,4,0,1.4,94.465,-41.8,4.967,5228.1,0,0,6,0,0,1,1,0,4,0
36,no,82,4,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,0,0,1,1,0,4,0
50,unknown,144,15,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,2,1,1,0,4,0
47,unknown,1072,2,0,1.4,94.465,-41.8,4.967,5228.1,2,1,7,0,0,1,1,0,4,0
54,no,40,2,0,1.4,94.465,-41.8,4.967,5228.1,5,1,5,2,0,1,1,0,4,0
33,no,164,4,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,0,2,1,1,0,4,0
41,no,190,1,0,1.4,94.465,-41.8,4.967,5228.1,4,1,3,1,1,1,1,0,4,0
35,no,582,11,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,0
33,unknown,261,1,0,1.4,94.465,-41.8,4.967,5228.1,1,2,2,2,0,1,1,0,4,0
44,unknown,215,1,0,1.4,94.465,-41.8,4.967,5228.1,4,2,6,0,0,1,1,0,4,0
38,no,278,1,0,1.4,94.465,-41.8,4.967,5228.1,1,0,7,0,0,1,1,0,4,0
46,unknown,116,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,0,0,1,1,0,4,0
35,no,188,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,2,1,1,0,4,0
39,no,554,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,1
33,no,432,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,0,1,1,0,4,0
60,no,118,1,0,1.4,94.465,-41.8,4.967,5228.1,0,2,3,0,0,1,1,0,4,0
36,no,193,3,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
54,no,63,9,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,0,0,1,1,0,4,0
35,no,246,3,0,1.4,94.465,-41.8,4.967,5228.1,9,1,6,2,0,1,1,0,4,0
32,no,143,2,0,1.4,94.465,-41.8,4.967,5228.1,4,1,3,0,0,1,1,0,4,0
30,no,361,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,1,1,1,1,0,4,0
34,unknown,453,2,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,0,1,1,0,4,0
54,no,249,6,0,1.4,94.465,-41.8,4.967,5228.1,2,1,2,0,2,1,1,0,4,0
50,no,219,1,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,2,1,1,0,4,0
41,unknown,126,1,0,1.4,94.465,-41.8,4.967,5228.1,3,1,1,0,0,1,1,0,4,0
54,unknown,552,1,0,1.4,94.465,-41.8,4.967,5228.1,4,1,3,0,0,1,1,0,4,0
44,no,447,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,2,0,1,1,0,4,0
31,no,339,5,0,1.4,94.465,-41.8,4.967,5228.1,1,1,7,0,0,1,1,0,4,0
38,no,220,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,2,0,1,1,0,4,0
53,unknown,373,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,0,1,1,0,4,0
37,no,26,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
49,no,79,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,2,0,1,1,0,4,0
45,unknown,339,1,0,1.4,94.465,-41.8,4.967,5228.1,6,1,0,0,0,1,1,0,4,0
40,no,18,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
50,unknown,91,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,0,1,1,0,4,0
41,unknown,513,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
56,unknown,84,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
43,no,404,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,0,1,1,0,4,0
34,no,186,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,2,0,1,1,0,4,0
54,unknown,123,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,6,2,2,1,1,0,4,0
57,no,351,1,0,1.4,94.465,-41.8,4.967,5228.1,4,0,6,2,0,1,1,0,4,0
58,no,78,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,7,2,0,1,1,0,4,0
54,unknown,399,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,6,0,0,1,1,0,4,0
42,no,60,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,2,0,1,1,0,4,0
47,no,72,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,0,0,1,1,0,4,0
31,no,19,1,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,0,0,1,1,0,4,0
48,unknown,334,1,0,1.4,94.465,-41.8,4.967,5228.1,10,1,3,2,0,1,1,0,4,0
36,no,49,5,0,1.4,94.465,-41.8,4.967,5228.1,4,1,6,0,2,1,1,0,4,0
39,unknown,50,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
27,no,106,5,0,1.4,94.465,-41.8,4.967,5228.1,7,2,5,0,0,1,1,0,4,0
33,no,248,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,5,2,2,1,1,0,4,0
30,no,101,2,0,1.4,94.465,-41.8,4.967,5228.1,6,1,5,0,0,1,1,0,4,0
50,no,114,5,0,1.4,94.465,-41.8,4.967,5228.1,4,1,6,0,0,1,1,0,4,0
50,no,414,2,0,1.4,94.465,-41.8,4.967,5228.1,6,1,6,0,0,1,1,0,4,0
41,no,266,2,0,1.4,94.465,-41.8,4.967,5228.1,0,2,3,2,0,1,1,0,4,0
26,no,363,1,0,1.4,94.465,-41.8,4.967,5228.1,7,2,3,0,0,1,1,0,4,0
51,unknown,246,2,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,0
32,no,431,2,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,2,2,1,1,0,4,0
44,no,110,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,2,1,1,0,4,0
44,no,113,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,0,1,1,0,4,0
39,no,237,3,0,1.4,94.465,-41.8,4.967,5228.1,9,1,7,0,0,1,1,0,4,0
56,unknown,1276,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,1
35,no,1114,1,0,1.4,94.465,-41.8,4.967,5228.1,1,2,7,0,2,1,1,0,4,0
40,no,161,5,0,1.4,94.465,-41.8,4.967,5228.1,0,0,2,0,0,1,1,0,4,0
41,unknown,189,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
29,no,29,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
48,unknown,329,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,0
33,unknown,420,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
31,no,672,2,0,1.4,94.465,-41.8,4.967,5228.1,1,2,3,0,0,1,1,0,4,0
52,unknown,381,2,0,1.4,94.465,-41.8,4.967,5228.1,6,1,0,0,2,1,1,0,4,1
58,no,80,3,0,1.4,94.465,-41.8,4.967,5228.1,9,0,2,0,0,1,1,0,4,0
45,unknown,194,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
34,no,1994,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
35,no,183,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
32,no,250,1,0,1.4,94.465,-41.8,4.967,5228.1,9,2,3,0,0,1,1,0,4,0
50,unknown,81,5,0,1.4,94.465,-41.8,4.967,5228.1,7,1,7,0,0,1,1,0,4,0
53,no,223,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
45,unknown,172,2,0,1.4,94.465,-41.8,4.967,5228.1,0,2,2,2,0,1,1,0,4,0
36,no,100,2,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,0,1,1,0,4,0
52,no,188,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,0,0,1,1,0,4,0
41,unknown,320,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,0,2,1,1,0,4,0
50,no,64,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,2,1,1,0,4,0
57,no,83,3,0,1.4,94.465,-41.8,4.967,5228.1,5,1,0,0,0,1,1,0,4,0
34,no,122,16,0,1.4,94.465,-41.8,4.967,5228.1,0,2,3,2,0,1,1,0,4,0
30,no,51,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,0
33,no,330,1,0,1.4,94.465,-41.8,4.967,5228.1,6,1,2,0,0,1,1,0,4,0
53,unknown,164,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,2,1,1,0,4,0
35,no,272,1,0,1.4,94.465,-41.8,4.967,5228.1,10,1,6,2,2,1,1,0,4,0
34,unknown,120,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,0,1,1,0,4,0
41,no,307,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,2,0,1,1,0,4,0
39,unknown,377,3,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,2,0,1,1,0,4,0
55,unknown,315,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,0,1,1,0,4,0
42,no,24,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,5,0,0,1,1,0,4,0
40,no,386,1,0,1.4,94.465,-41.8,4.967,5228.1,7,0,1,0,2,1,1,0,4,0
30,no,56,2,0,1.4,94.465,-41.8,4.967,5228.1,7,0,3,2,0,1,1,0,4,0
56,unknown,79,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,2,0,1,1,0,4,0
41,no,30,1,0,1.4,94.465,-41.8,4.967,5228.1,4,1,7,2,0,1,1,0,4,0
32,unknown,182,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,0,0,1,1,0,4,0
35,no,358,1,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,2,0,1,1,0,4,0
42,unknown,42,1,0,1.4,94.465,-41.8,4.967,5228.1,5,1,2,0,0,1,1,0,4,0
28,no,227,1,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,0,0,1,1,0,4,0
52,no,29,1,0,1.4,94.465,-41.8,4.967,5228.1,11,1,0,2,0,1,1,0,4,0
38,no,52,13,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,0,1,1,0,4,0
35,no,360,2,0,1.4,94.465,-41.8,4.967,5228.1,10,1,6,0,0,1,1,0,4,0
58,unknown,136,13,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,2,2,1,1,0,4,0
35,no,106,2,0,1.4,94.465,-41.8,4.967,5228.1,2,0,3,0,0,1,1,0,4,0
39,no,141,3,0,1.4,94.465,-41.8,4.967,5228.1,0,2,3,2,0,1,1,0,4,0
37,no,28,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
33,no,862,11,0,1.4,94.465,-41.8,4.967,5228.1,1,1,5,2,0,1,1,0,4,1
40,no,97,1,0,1.4,94.465,-41.8,4.967,5228.1,0,2,3,0,0,1,1,0,4,0
35,no,107,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,3,0,0,1,1,0,4,0
42,unknown,94,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
26,no,168,3,0,1.4,94.465,-41.8,4.967,5228.1,2,1,6,2,0,1,1,0,4,0
47,unknown,44,1,0,1.4,94.465,-41.8,4.967,5228.1,1,2,0,2,0,1,1,0,4,0
28,no,260,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,2,1,1,0,4,0
38,no,460,4,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,0,1,1,0,4,1
35,no,712,2,0,1.4,94.465,-41.8,4.967,5228.1,4,2,7,0,0,1,1,0,4,1
36,unknown,1567,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
35,no,78,3,0,1.4,94.465,-41.8,4.967,5228.1,9,2,6,0,0,1,1,0,4,0
28,no,262,1,0,1.4,94.465,-41.8,4.967,5228.1,2,1,2,2,2,1,1,0,4,0
43,no,84,5,0,1.4,94.465,-41.8,4.967,5228.1,4,1,6,0,0,1,1,0,4,0
38,no,173,2,0,1.4,94.465,-41.8,4.967,5228.1,3,1,2,2,2,1,1,0,4,0
44,unknown,175,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,2,1,1,0,4,0
42,unknown,29,4,0,1.4,94.465,-41.8,4.967,5228.1,9,2,5,0,0,1,1,0,4,0
35,no,968,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,0,1,1,0,4,0
32,unknown,219,1,0,1.4,94.465,-41.8,4.967,5228.1,10,2,3,2,0,1,1,0,4,0
41,no,220,4,0,1.4,94.465,-41.8,4.967,5228.1,11,1,1,0,2,1,1,0,4,0
32,no,642,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,0,0,1,1,0,4,1
30,no,71,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,2,1,1,0,4,0
35,unknown,238,3,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,0,1,1,0,4,0
52,unknown,60,3,0,1.4,94.465,-41.8,4.967,5228.1,2,1,6,0,2,1,1,0,4,0
48,no,165,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,1,1,1,1,0,4,0
35,unknown,133,3,0,1.4,94.465,-41.8,4.967,5228.1,5,2,1,2,0,1,1,0,4,0
44,unknown,45,1,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
33,no,136,1,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,2,0,1,1,0,4,0
47,unknown,136,1,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,1,1,1,1,0,4,0
30,unknown,40,1,0,1.4,94.465,-41.8,4.967,5228.1,0,0,6,2,0,1,1,0,4,0
47,unknown,383,1,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,2,1,1,0,4,0
46,no,464,1,0,1.4,94.465,-41.8,4.967,5228.1,6,2,3,0,0,1,1,0,4,0
43,no,37,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,1,1,1,1,0,4,0
54,unknown,189,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,1,1,1,1,0,4,0
33,unknown,78,3,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,0,1,1,0,4,0
40,no,176,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,2,1,1,0,4,0
40,unknown,181,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,2,1,1,0,4,0
46,no,193,7,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,2,0,1,1,0,4,0
31,no,118,4,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,2,2,1,1,0,4,0
36,unknown,217,2,0,1.4,94.465,-41.8,4.967,5228.1,2,1,6,1,1,1,1,0,4,0
46,unknown,86,1,0,1.4,94.465,-41.8,4.967,5228.1,2,1,7,2,0,1,1,0,4,0
48,no,52,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,1,1,1,1,0,4,0
30,no,185,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
50,unknown,442,2,0,1.4,94.465,-41.8,4.967,5228.1,4,1,6,0,0,1,1,0,4,0
40,unknown,554,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,5,0,0,1,1,0,4,1
58,no,247,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,0,0,0,1,1,0,4,0
58,no,250,1,0,1.4,94.465,-41.8,4.967,5228.1,7,1,0,1,1,1,1,0,4,0
48,no,800,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,0,0,1,1,0,4,0
43,no,216,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
27,no,46,2,0,1.4,94.465,-41.8,4.967,5228.1,6,2,6,0,0,1,1,0,4,0
51,no,434,1,0,1.4,94.465,-41.8,4.967,5228.1,0,1,2,0,2,1,1,0,4,0
39,unknown,250,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,0,1,1,0,4,0
35,no,230,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,0,1,1,0,4,0
42,no,516,5,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
58,unknown,153,4,0,1.4,94.465,-41.8,4.967,5228.1,3,1,3,1,1,1,1,0,4,0
34,no,78,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
44,no,1041,13,0,1.4,94.465,-41.8,4.967,5228.1,6,0,3,2,0,1,1,0,4,0
40,no,66,3,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,2,0,1,1,0,4,0
51,unknown,527,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,1,0,0,1,1,0,4,0
42,no,100,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,2,0,0,1,1,0,4,0
51,no,308,4,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,0,1,1,0,4,0
48,no,467,3,0,1.4,94.465,-41.8,4.967,5228.1,6,1,6,0,0,1,1,0,4,1
47,no,341,2,0,1.4,94.465,-41.8,4.967,5228.1,7,1,3,0,0,1,1,0,4,0
46,no,1288,3,0,1.4,94.465,-41.8,4.967,5228.1,9,0,6,0,0,1,1,0,4,0
34,no,178,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,0,1,1,0,4,0
31,no,163,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
37,no,172,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
58,unknown,301,2,0,1.4,94.465,-41.8,4.967,5228.1,4,1,0,0,0,1,1,0,4,0
37,no,140,5,0,1.4,94.465,-41.8,4.967,5228.1,9,1,5,0,0,1,1,0,4,0
35,no,311,3,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,0,0,1,1,0,4,0
39,no,212,1,0,1.4,94.465,-41.8,4.967,5228.1,10,1,6,0,0,1,1,0,4,0
45,no,264,1,0,1.4,94.465,-41.8,4.967,5228.1,10,1,0,2,2,1,1,0,4,0
41,unknown,326,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,2,2,0,1,1,0,4,0
29,no,319,4,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,0,1,1,0,4,0
33,no,186,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,6,2,0,1,1,0,4,0
46,no,473,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
40,no,274,2,0,1.4,94.465,-41.8,4.967,5228.1,1,2,7,0,2,1,1,0,4,0
34,unknown,152,1,0,1.4,94.465,-41.8,4.967,5228.1,10,1,1,0,2,1,1,0,4,0
51,no,18,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,2,1,1,0,4,0
45,unknown,13,5,0,1.4,94.465,-41.8,4.967,5228.1,2,1,6,0,0,1,1,0,4,0
41,no,639,2,0,1.4,94.465,-41.8,4.967,5228.1,9,0,0,0,0,1,1,0,4,0
47,no,2653,3,0,1.4,94.465,-41.8,4.967,5228.1,0,0,6,2,0,1,1,0,4,1
31,no,129,2,0,1.4,94.465,-41.8,4.967,5228.1,3,2,6,0,2,1,1,0,4,0
34,no,426,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,2,1,1,0,4,0
57,no,229,1,0,1.4,94.465,-41.8,4.967,5228.1,4,2,2,0,0,1,1,0,4,0
37,unknown,460,8,0,1.4,94.465,-41.8,4.967,5228.1,2,1,6,2,0,1,1,0,4,0
36,no,154,1,0,1.4,94.465,-41.8,4.967,5228.1,1,1,1,1,1,1,1,0,4,0
47,no,252,2,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,2,0,1,1,0,4,0
32,no,292,2,0,1.4,94.465,-41.8,4.967,5228.1,3,1,3,2,2,1,1,0,4,0
43,no,44,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,2,0,1,1,0,4,0
48,no,384,2,0,1.4,94.465,-41.8,4.967,5228.1,4,1,2,2,0,1,1,0,4,0
31,no,213,2,0,1.4,94.465,-41.8,4.967,5228.1,0,2,6,0,0,1,1,0,4,0
34,no,94,7,0,1.4,94.465,-41.8,4.967,5228.1,0,1,6,0,0,1,1,0,4,0
31,no,72,6,0,1.4,94.465,-41.8,4.967,5228.1,1,1,0,0,0,1,1,0,4,0
44,no,36,2,0,1.4,94.465,-41.8,4.967,5228.1,0,1,3,0,0,1,1,0,4,0
37,no,316,2,0,1.4,94.465,-41.8,4.967,5228.1,2,1,6,2,0,1,1,0,4,0
49,no,217,4,0,1.4,94.465,-41.8,4.967,5228.1,5,1,2,0,0,1,1,0,4,0
32,no,180,2,0,1.4,94.465,-41.8,4.967,5228.1,0,2,3,0,2,1,1,0,4,0
32,no,562,2,0,1.4,94.465,-41.8,4.967,5228.1,9,1,6,2,0,1,1,0,4,0
31,no,422,5,0,1.4,94.465,-41.8,4.967,5228.1,4,1,6,2,0,1,1,0,4,0
